ind_run_1,ind_run_2,ind_run_3,ind_run_4,ind_run_5,ind_run_6,ind_run_7,ind_run_8,ind_run_9,ind_run_10,ind_run_11,ind_run_12,ind_run_13,ind_run_14,ind_run_15,ind_run_16,ind_run_17,ind_run_18,ind_run_19,ind_run_20,ind_run_21,ind_run_22,ind_run_23,ind_run_24,ind_run_25,ind_run_26,ind_run_27,ind_run_28,ind_run_29,ind_run_30,ind_run_31,ind_run_32,ind_run_33,ind_run_34,ind_run_35,ind_run_36,ind_run_37,ind_run_38,ind_run_39,ind_run_40,ind_run_41,ind_run_42,ind_run_43,ind_run_44,ind_run_45,ind_run_46,ind_run_47,ind_run_48,ind_run_49,ind_run_50,ind_run_51,ind_run_52,ind_run_53,ind_run_54,ind_run_55,ind_run_56,ind_run_57,ind_run_58,ind_run_59,ind_run_60,ind_run_61,ind_run_62,ind_run_63,ind_run_64,ind_run_65,ind_run_66,ind_run_67,ind_run_68,ind_run_69,ind_run_70,ind_run_71,ind_run_72,ind_run_73,ind_run_74,ind_run_75,ind_run_76,ind_run_77,ind_run_78,ind_run_79,ind_run_80,ind_run_81,ind_run_82,ind_run_83,ind_run_84,ind_run_85,ind_run_86,ind_run_87,ind_run_88,ind_run_89,ind_run_90,ind_run_91,ind_run_92,ind_run_93,ind_run_94,ind_run_95,ind_run_96,ind_run_97,ind_run_98,ind_run_99,ind_run_100,expected_error,theoretical_bound
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.25
64.88896723781008,63.69105720921798,64.255876126271,64.80484817369555,63.744560962211985,65.01499934671583,64.25578645070641,64.58264425933625,65.13915631094297,59.923366502992884,60.99790016202426,62.50153541218548,66.48963594775728,65.53814551713785,62.6645396078553,64.5296270843997,65.08979680503299,63.50742476887334,65.84941937396707,66.47862449205826,65.86228230803788,63.71356859427686,61.06669327427968,62.27883419098151,65.57408008107058,62.52621396998704,62.6699262110913,65.29772857070387,63.05996153927886,65.28036821333636,64.44568753782589,61.691696815916565,62.87519367020036,61.70836862108558,63.625044291215936,63.95487462143309,64.6088795149823,63.66858285449265,64.25859363974762,64.05044036846806,66.42036361955316,64.00476948451534,64.64658608392963,63.12300567094377,64.85048486874682,65.04621839337435,65.16019517505018,63.56596371693806,62.169193151687125,63.70337420107371,64.13506055839412,64.23597764907406,62.493118842069705,60.61794338913496,63.27445953363693,62.95470110224449,64.11059332462816,67.12048063832165,66.57757826823932,62.27088314610821,62.900978436937116,65.6513871086062,62.06504724104547,65.06771178160749,61.69424096721031,65.74364297152383,62.43025758475798,62.05986677674627,61.4003107749486,59.96761182512726,63.85192621665542,65.03197599335743,63.604413077419395,64.7225246026438,64.77979851923563,62.09461268507905,65.15308485495636,63.49047505577509,64.18165533465137,65.28020396325483,62.029756315818304,64.47978896553018,65.20949996512793,61.15140872667363,61.78853583244766,64.76603785112862,65.23754727424479,64.75261450366231,65.85149092640219,65.47168653198455,63.5021013733969,63.12774985994385,60.5611016751815,65.72401846207448,66.9453801233921,66.45318899026068,62.587026596934344,66.10976824674115,63.91807115224392,63.995546203138716,63.91479926805135,84.25000000000001
41.327317349602566,39.886928186708296,41.86717889853357,40.85281846191924,42.675775655653524,43.70226872742033,41.67226214220368,39.38589966373543,40.586492073137435,39.0976877486646,38.09602710897053,39.356324188574064,43.26979253356536,41.24456261229613,37.26670555306532,39.49524525996952,41.20087558552541,41.766980017963164,41.678906418593606,44.49468663519605,43.31729369175515,39.01703720580868,37.094115526688256,38.86154746965562,41.987917962080346,38.09643224969473,39.79507406057081,42.45748648324364,38.388368238838304,40.857759572912116,40.22032262107105,40.071630211856686,41.172022823537574,39.362355249182954,39.856128450637755,43.316289812898155,40.48620465024084,39.998805499090494,42.20106542263862,40.24711136279112,43.94502682302061,42.07384965485913,41.53789685345828,40.16644566771191,43.55867987808457,42.59979383000689,41.23148377928371,39.086721577417165,41.2501451457822,42.41245056710034,40.86891291170309,42.27180857200558,39.108874842538434,40.670377106696456,40.123530970093135,40.90350489302907,42.030504669842465,42.71326896917286,40.393774606032636,38.4747013239894,40.08456835343884,43.36419882361599,38.49924950484459,44.10518453610642,40.018425754295265,41.03770540727892,38.81055281881615,40.4338418081498,39.85705957289014,38.21890792970936,39.36246289638771,43.31394012114113,41.54204976933522,40.6521126113892,43.31199542418389,39.77599885173846,39.60152504729845,39.19167822958552,39.54192766856984,41.58938038719287,39.50284272391943,42.386659881381775,41.63676854114683,39.350151474198604,39.74210493807552,40.715391360647516,41.50117548245986,40.480021548722036,42.8352775584558,42.94408586690354,41.65087693683394,41.33455954807469,41.217546860611314,41.44304330190394,43.429965081699144,43.247762366109846,39.81622741556546,43.49099049933628,41.58902965842994,39.794182112608006,40.91572884701372,70.81000000000002
27.998377608220412,26.309444523116202,26.98877559529409,25.65345011604881,26.531191107282723,26.275056680006823,26.1367550509149,24.553617584980476,24.487490324191597,26.03542294043267,24.46503844037101,26.215853207333794,29.14646980456237,24.79491157744832,22.288908270949957,25.272560396112603,25.366624368129294,26.51856847443172,26.94840396518706,28.2927133372152,26.582213016754853,23.64605953008512,24.13210259568911,25.69299171127005,27.310165904313642,25.113934441042044,25.885887404901432,27.857147185824818,23.81332058165585,25.5955796165761,26.57349819758882,26.460263296531345,27.36427880292957,24.685767395821436,25.017960903709167,28.134156062701837,26.659734572211867,24.045067931079355,27.34855135742458,25.908038540971653,29.341711132368577,26.44536487951541,27.01201509065477,26.248911831497935,25.473805238190394,28.631798355206527,25.324918365272044,24.706201406288827,25.758017008720234,27.073541450972897,25.88880123728096,28.30023315586266,26.07177741076091,25.715981185930968,26.800182750123735,26.289178646591427,25.90827968317965,28.386670544446947,26.34563189134283,24.85964577670086,27.737173244257992,26.200689030262428,24.491234893794033,27.543767718911575,24.808169099525472,26.13324023491604,25.838047294857958,27.788940407497602,26.13842170133277,25.72749085271914,25.43325426829711,30.146327224516437,28.291628210503667,26.19112130873993,27.78731113369154,23.70969432706417,25.60202593927012,24.525484342555806,25.188864380408745,25.75384491905287,26.19350474158095,27.82431841149918,27.481662008711144,24.97716754219829,24.862988948714996,25.681137798903062,25.876545356997898,25.253367777010812,28.795150571166708,28.55506846312522,27.33561885695721,25.305857193811825,27.235384216184173,27.219383242812185,29.081872414314248,26.725773801353107,25.965672040781822,28.35377075598962,27.434889495582002,24.626022673827322,26.28510906305918,59.52040000000001
17.94572213496669,18.36352499971967,17.618676934766867,17.203527944221,16.883201688318966,16.968737052537563,17.212757638890064,15.261797130188388,13.713858508432192,17.7040122094559,16.872246369597285,16.93639086899923,18.43939390938077,14.54233134517032,15.15447291171741,15.174894229813878,16.20150114699817,17.17868773506359,17.37093205216593,19.56034726723163,17.915037049548,14.851666961809341,14.636340873553731,16.13224716850561,17.39468073460652,16.90566859689862,16.903391394510816,17.69672804107393,14.447373204175848,16.987664899341414,16.65771152998146,16.755668122007872,17.899422650794016,14.864055711411309,16.169486635036442,17.576602885962846,15.172665487908544,14.954197314833072,16.16693994039941,17.046015275325022,17.884966465005498,17.84698689296391,16.804449912754446,17.709473259453613,17.0736765543524,18.47490149662515,13.602549176096403,16.166640252070355,17.470606052340276,17.78667715379796,17.168010949994255,18.52115070585782,16.72334672424285,15.568478778285781,17.761187789098912,17.450583768829674,17.403075648294692,17.29488098294437,17.231505677644183,15.764484268109648,17.027551408094187,15.555615384180665,16.295925551782144,17.715091548332303,16.444042604895955,16.190346696621607,16.124155716885344,16.66898647174898,18.24731277774851,16.889556717679753,16.72718249055703,19.006530198845113,16.342770135550076,17.773092913689002,16.910276929664153,14.62591485704777,16.258134649579226,17.291500520584936,15.78543912315797,16.7989140351049,17.170447542790075,17.864739403607338,16.733825386541323,16.415391509875015,16.60715403165675,15.52177070366364,16.269915646411043,16.190554969588487,19.098598445208932,17.51948085605906,15.768527911393623,17.386250772957514,18.09300336569433,18.140841656166014,18.706954117176068,16.67670847745625,17.025238041325224,19.014672360626765,18.156514497991594,15.876067666543678,16.840632091585636,50.03713600000002
11.345165647991742,11.093519757130956,11.93607950041761,11.39730287904388,10.895745184385138,11.123242286140595,10.512054981211925,9.99168650777386,8.816135354496934,11.19139503726048,10.018429312346367,10.291057643223242,12.296148505511985,9.919122893190286,9.703524857213342,10.509181354345897,10.72261058769552,11.63981959121432,12.077052977534455,12.53349501888669,12.149795832818349,9.255186314600948,9.38740186266597,10.339966218777471,10.814921376875535,10.087015336433534,10.140949034609811,11.40690668708209,9.434815945108593,11.020296342814166,10.975494465232366,11.279902105757559,10.974591630307803,10.05266313729918,11.546866991967415,10.531951561331963,10.810972335211547,9.878477782213661,10.850971082823525,11.782721656906057,10.26582079930651,11.680988239588102,11.170413541494352,11.210018968630019,10.850760475972486,11.894341184036733,8.747963130086662,10.506968860707962,13.274927443007305,12.193912251011794,11.332667673444305,11.804177470489073,10.045654562671436,10.293148931331688,10.670417333366592,11.278857633838564,12.46183493579483,10.940431352722953,10.500839622800184,9.412965076854613,10.37795743323105,11.200277112422814,10.875514782513486,9.620447952062511,10.0774750487337,10.233054210810145,9.551040977034384,11.201457823623457,11.682348322456514,11.791897775915341,10.62233203033778,12.293509559844356,9.552722863943629,11.661475770655809,10.020088206538205,8.829238575676499,11.197530718326538,11.196052317259488,9.583999597588516,10.619337511340566,11.582476515065151,11.475104297580703,9.971405042988662,10.369475943689832,10.193205896476861,8.606695847351208,10.825916520010159,10.963770980528885,12.027357123375806,11.383261201169109,9.805929921008163,10.490050884960947,11.135550575058057,11.787889281280464,11.5372155563605,10.509507993916714,11.155081476559554,13.129048898572375,12.54963801801758,10.916553047610442,10.838746406769053,42.07119424000002
7.2926823584243365,6.761685258383582,7.969246490339152,7.002036218799146,7.490487564242511,7.321953453893651,6.692004710946159,6.601209202081348,5.464745102978013,7.48523493184182,6.8616450563286016,6.622357198671478,7.83807550260457,6.030895171254582,6.4527194455481105,6.523570286284838,7.859804314231153,8.522282227881956,7.655405997712573,8.33308692860113,8.741976002493233,6.4364221643406365,5.822405971504577,6.431832899887502,7.093448661585676,5.989772905402458,6.724969632558054,7.613391665320863,6.059818952043912,7.922609773049084,6.76290590774887,7.061517352123294,7.662251147503205,7.114357163324513,7.631182962240211,6.190581563600826,6.937242606111752,6.27183147653426,7.331715859171463,6.833129638141647,6.652361045973102,6.814931315191,7.617272980445492,7.574093738907181,7.57393011116325,7.582497606330893,5.591377196571804,6.881370770775209,7.581305039858425,8.626821090327782,8.057863545214854,7.794955274152448,6.729239866000354,5.568616288039037,7.118835144353386,7.145155929713755,8.69658450543162,7.04280000128756,7.119160466674461,5.791348800971261,6.413279862880847,7.8339994528590955,7.169029825635676,6.858936918376305,7.657847956411229,5.7803714179067995,5.792198773523954,7.476860038168741,7.245129383844016,7.717138674690213,6.1130872787743495,8.219207518159434,6.251729232469034,7.203472845089071,6.808977567901628,5.664227986922594,7.123435736552078,6.706659896682653,6.730204398926127,6.213245939623476,7.487775019078068,7.142523533134985,6.435827504497449,6.008638080598177,6.637656752626935,5.857749562296708,6.973251868679498,7.597288162638774,8.019519899943496,7.231957143150301,5.60332230257021,6.176478055813128,7.862347785480362,7.431800266360821,6.446709338177827,5.901848526680826,7.055999593626592,7.441639419337464,7.5181775177547285,7.8999964495530826,7.006845599305144,35.37980316160002
5.038973493448012,4.77756224051521,5.554736432848717,4.550914843888544,5.279291058630822,4.624716313199397,4.422525678699505,4.1159353996370855,3.7489180612354898,4.341866969051616,5.240516475202032,3.6146602322903907,5.42805841145424,3.631898570184099,4.805534167853034,4.752418626453322,4.3767453762152675,5.554926359353002,4.7996110178652485,5.592370810871171,5.59962713313412,4.271148823195001,3.598205330769879,4.079122549673579,3.8205286376847987,3.571403877296133,4.8833879727641785,5.257041987990363,3.865913401130635,4.637304358918023,4.168942738127946,5.198651014461235,4.105609295670577,4.399102500536992,4.7341721061577084,4.705674892894677,4.060373727223824,4.7065534758039425,4.964793593950346,4.43378789520107,4.753816857903129,5.0524524698028275,4.847635009284177,4.7848087117348195,5.175752937166052,4.768864712313225,3.5033067862171614,3.8572965931738077,4.687640659627472,5.398707915185148,5.797708543373127,4.659313859104482,3.68038254894294,3.7438198566136034,4.538220272365913,4.524506223493324,5.13986679179492,4.112098392984539,4.244779271722832,3.2910391127354592,3.7297085745022884,4.544786543821722,4.274746515977068,4.245217303851751,4.006246188843607,3.70373750824095,3.089858821923974,5.127208487105644,4.4944146634426385,4.5605714786364375,3.5427344996751993,4.83907616032015,4.139389169592395,4.094637850796588,4.225666405915222,3.9619916039676517,4.6118347795566565,4.432703772979638,4.3388064207906645,3.6302787548650017,4.906977255128929,4.453003532232844,4.194532241997602,3.9270989164941428,5.088847743933969,3.594751737663324,4.671061443349401,4.790557102646124,4.969771440543178,4.848133489509458,3.4774325542370486,3.739076779209731,4.652938755822147,4.401425287199341,3.543389364783847,3.8192843410294652,3.9448146516971074,4.406878552376711,5.160893588637264,5.034576091263863,4.450946037515809,29.75903465574402
3.732626303533274,2.63401547410224,3.525238330462094,3.008256613159755,2.8568068869187635,2.81328291305402,2.5105082315365355,2.9059134590001,2.1819082321474714,3.2253133575321704,3.232104371202317,2.1364438713460254,3.401940639757928,2.013317130874319,3.2702052569068125,2.549985198140803,2.5959158207906947,3.756062753294653,2.597994791967787,3.5485771344977746,3.7620764909319635,2.778233783007553,2.2169788853986927,2.631129572757966,2.683980172614175,2.404428610438857,3.4844016749129634,3.8629733621476205,1.871595852090016,3.0451253197287884,2.5625316984584847,3.0484421970012914,2.6565479001514234,2.070626693685133,3.44864255132859,2.8270402289439973,2.7779193861654825,2.8820019059125532,3.000300662890175,2.4694505248763865,3.619418186356609,3.091925985592143,3.093835801723108,2.8772508311351603,3.1215312250987917,3.327065938880979,2.704547652071356,2.238692736303873,3.1205153100680945,3.7081504697136984,4.164681285273284,3.017544307233482,2.748650610990803,2.168124902001845,2.773929409701039,2.7772734366531835,3.2825249443219424,2.1795271524965187,2.354645254658969,2.0956940536946207,2.390589306171724,2.6611438596736634,2.3011041970428594,2.549614976875596,3.0924261416584806,2.4805744558976457,1.794192003858585,3.3534805832174186,3.6234965256763885,2.730933267057776,2.28782313842959,3.053963862311513,2.6314905336354513,3.1267617208346183,2.958754100760941,2.268994486224642,2.5310374625428538,2.9899134121908335,2.1162645081854894,2.750180980205609,3.034772926237403,2.8132441707340323,2.582145302934035,2.8691226467584707,3.10780275446629,2.0790193870356,2.919654694746762,3.8656381505109025,3.7031712090089055,2.3438976096720436,2.326013729228714,2.0356698709492282,3.2620754541167276,2.692029964956523,2.601238597290356,2.8809942278839684,2.224861018635407,3.3865371494418333,3.3037444768941056,3.0297892294239976,2.842005358310142,25.037589110824978
2.808533027084004,1.9788945865470666,1.902632160077472,1.6029807152111524,1.8533357251230822,1.47339880499151,1.6219327761068547,1.9225396322232025,1.3452062371846303,2.210901609706765,2.3311479750573785,1.6789383504746254,2.341799764125753,1.1245041955341237,2.4038107500292174,2.1120303688419235,1.5046068149546266,2.0499045951801182,1.9016125459890214,2.774164493711799,2.3130450372051747,2.3940504647422176,1.6956814246988294,2.1646297128728267,1.6604116586570552,1.8059205524144437,2.0612551896500477,2.375353713355006,1.392201103670098,2.1505927861420755,1.9521860252331775,2.2369118745278103,1.6602950836455086,1.3036544722886458,2.7104497830106187,1.979841112140789,1.550403910211541,1.807414100610908,2.087865687038855,2.151861963819567,2.405999822806837,2.684601460618658,2.4819234297999744,1.950239274495219,2.0244380382099827,1.9839697257511575,1.688551517538829,1.1435209185882464,1.970700951814392,2.1039029401444473,2.318308452522776,1.6871044049805284,2.1403580868397496,1.4449377778679313,1.2789275247921787,1.9721230962147551,1.777633795351095,1.5810968288697644,2.089116831061578,1.4184486963246512,1.1111811691844031,1.7366415050994204,1.3222437025647726,2.0151427743634382,2.423304890586172,1.6798688114094829,0.9928293034559585,2.6545089628332237,2.373127894864469,2.101277019308395,1.532077259452958,1.42880364561693,1.8610098513862197,2.215842798878143,1.8563036505527275,2.0371814504366803,1.474512344872328,2.2243516647124206,1.2503908439444869,2.0196582683667748,2.102752672342731,1.6765522446626726,1.8909724999041841,2.2401427839609265,1.611597988690479,1.226000970669676,1.9165198168087316,2.1651867198584185,2.78693230758605,1.4269615636937374,1.4502946962829186,1.3751432190460806,2.756231274334054,2.500460839587949,1.8127239397763417,1.6271354473277637,1.4264651772812602,2.3281066948010958,2.3598645776770755,1.7079325126387193,1.9124104011750256,21.071574853092983
